keyword,parent_keyword,cluster,category,monthly_pc,monthly_mobile,monthly_total,competition,source_seed,trend_1m,trend_3m,trend_momentum,seasonality,web_result_count,demand_supply_ratio,competition_ratio,result_count_checked_at,commercial_intent,freshness,longtail_score,content_fit,opportunity_score,score_valid,score_invalid_reasons,data_coverage,novelty_score,theme_state,seed_source,exploration_bucket,status,discovered_at,last_checked,source,depth,confidence,content_types,intent,action,closest_url,overlap,reason,strategy,volume_note,search_ads_checked_at,datalab_checked_at,pending_validation,pending_retry_count,pending_last_attempt_at,pending_validation_expired
퇴직연금통계('24년),,퇴직연금통계24년,finance,,,,,,,,,,,,,,0.3,0.2,0.18000000000000002,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:10:20.341088+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/window/windows11-dark-vs-light-mode-comparison.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,trend,CENSORED_OR_MISSING,2026-09-10T16:10:20.341088+09:00,,,,,
CANVASFINGERPRINTTEST,,canvasfingerprinttest,topic:canvas,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/game/ZombieSurvival/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T04:07:43.702725+09:00,2026-09-23T02:01:19.975714+09:00,,,,
CONCRETEVOLUMECALCULATOR,,concretevolumecalculator,topic:concrete,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/date-difference/,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T04:07:43.702725+09:00,2026-09-23T02:01:19.975714+09:00,,,,
FONTFINGERPRINTTEST,,fontfingerprinttest,topic:font,,,0,낮음,font fingerprint test,,,,,,,,,0.3,0.2,0.38,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/jp/report/travel/libya-hun.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-18T20:22:53.755801+09:00,2026-09-23T02:01:19.975714+09:00,,,,
FUELCOSTANDTRIPCOSTCALCULATOR,,fuelcostandtripcostcalculator,topic:fuel,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,WAIT_FOR_DATA,/util/fuel-cost-calculator/,MEDIUM_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
KEYBOARDFOCUSORDERCHECKLIST,,keyboardfocusorderchecklist,topic:keyboard,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/kor/column/national-growth-fund-2026.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-10T18:28:14.200587+09:00,2026-09-23T02:01:19.975714+09:00,,,,
LOCALBROWSERFINGERPRINTREPORTCOMPARATOR,,localbrowserfingerprintreportcomparator,topic:local,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/jp/report/travel/cambodia-kampong-cham.html,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
ON-DEVICEOCRSCANTOTEXT,,ondeviceocrscantotext,topic:on,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/report/travel/denmark-randers.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
PAINTCOVERAGECALCULATOR,,paintcoveragecalculator,topic:paint,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/percentage-calculator/,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
PREFERSREDUCEDMOTIONGENERATOR,,prefersreducedmotiongenerator,topic:prefers,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/uuid-generator/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
PRIVACYBROWSERCOMPARISONBYTHREATMODEL,,privacybrowsercomparisonbythreatmodel,topic:privacy,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:14:37.698378+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/EasyLetterWordCounter/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
READINGTIMEANDSPEAKINGTIMECALCULATOR,,readingtimeandspeakingtimecalculator,topic:reading,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,IMPROVE_EXISTING,/util/reading-time/,HIGH_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
RESPONSIVEIMAGEASPECTRATIOCALCULATOR,,responsiveimageaspectratiocalculator,topic:responsive,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/aspect-ratio/,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
RESPONSIVEIMAGESRCSETGENERATOR,,responsiveimagesrcsetgenerator,topic:responsive,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/report/travel/italy-foggia.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
SHOESIZECONVERTER,,shoesizeconverter,topic:shoe,,,0,낮음,shoe size converter,,,,,,,,,0.3,0.2,0.34,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/caseconverter/,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-20T02:19:06.590050+09:00,2026-09-23T02:01:19.975714+09:00,,,,
TIMEZONEMEETINGPLANNER,,timezonemeetingplanner,topic:timezone,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/in/game/Minesweeper/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
WEBACCESSIBILITYHEADINGCHECKER,,webaccessibilityheadingchecker,topic:web,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/de/util/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
WORDSTOPAGESCALCULATOR,,wordstopagescalculator,topic:words,,,,,,,,,,,,,,0.3,0.2,0.4,0.4,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/util/gpa-calculator/,LOW_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:09:11.859196+09:00,2026-09-23T02:01:19.975714+09:00,,,,
가격추적알림과실제구매가격재확인,,가격추적알림과실제구매가격재확인,topic:가격,,,0,낮음,가격 추적 알림과 실제 구매가격 재확인,,,,,,,,,0.9,0.2,0.7200000000000001,0.4,,False,monthly_volume_missing|trend_missing|web_result_missing,20,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,commercial|evergreen|informational,informational,NEW_PAGE,/kor/report/coin/avg-guide.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,LOWER_BOUND_CENSORED,2026-09-20T05:46:07.829764+09:00,2026-09-23T02:01:19.975714+09:00,,,,
가족송금과재외공관지원요건,,가족송금과재외공관지원요건,gov,,,,,,,,,,,,,,0.3,0.2,0.26,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,NEW_PAGE,/kor/report/visa/guatemala.html,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:55:39.799617+09:00,2026-09-23T02:01:19.975714+09:00,,,,
건설일용근로자휴업수당계산,,건설일용근로자휴업수당계산,tools,,,,,,,,,,,,,,0.3,0.2,0.5850000000000001,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,NEW,2026-09-10T16:26:54.062422+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,calculator/tool|evergreen|informational,calculator/tool,NEW_PAGE,/kor/util/japan-esim-data-calculator/,NO_OVERLAP,Fixed semantic similarity threshold.,discovery,CENSORED_OR_MISSING,2026-09-11T06:55:39.799617+09:00,2026-09-23T02:01:19.975714+09:00,,,,
고양이사료,,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,0,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,MEDIUM_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
강아지사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pleco.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
강아지간식,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/prairiedog.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
고양이사료추천,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.9,0.2,0.315,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,PUBLISHED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,commercial|evergreen|informational,informational,NEW_PAGE,/kor/report/animal/pet-food-selector.html,SAME_INTENT,Fixed semantic similarity threshold.,longtail,,2026-09-10T18:22:53.467440+09:00,2026-09-10T18:15:37.366810+09:00,,,,
고양이사료대용량,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.16000000000000003,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
고단백고양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.16000000000000003,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
마마캣사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/axolotl.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
수입고양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
시그니처서퍼,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.12,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/travel/philippines-pasig.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
캐나다고양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.16000000000000003,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
턱드름사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/axolotl.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
캣츠러브고양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.18000000000000002,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이대용량,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.12,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/costco/costco-beauty-2026.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고급고양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이사료순위,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
고양이사료임박,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이사료할인,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이생선사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이수제사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,CENSORED_OR_MISSING,2026-09-10T16:53:36.895183+09:00,,,,,
고양이저단백사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.16000000000000003,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
고양이키튼습식,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.13999999999999999,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,NO_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
길양이사료,고양이 사료,고양이사료,animal,,,,,,,,,,,,,,0.3,0.2,0.1,0.9,,False,monthly_volume_missing|competition_missing|trend_missing|web_result_missing,0,,,,,REJECTED,2026-09-10T16:53:36.895183+09:00,2026-09-23T14:26:53.325175+09:00,NAVER_SEARCHAD,1,UNVERIFIED,evergreen|informational,informational,REJECT,/kor/report/animal/pet-food-selector.html,LOW_OVERLAP,UNCLEAR_OR_BROAD_INTENT,longtail,,2026-09-10T16:53:36.895183+09:00,,,,,
